stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2303,聯電            ,4,38612,2026-05-04,1,39192,2026-04-30,77804,38902.0
3481,群創            ,2,40503,2026-05-04,8,11278,2026-04-30,51781,25890.5
2883,凱基金          ,6,36943,2026-05-04,7,12417,2026-04-30,49360,24680.0
