stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2883,凱基金          ,1,26898,2025-10-15,3,36813,2025-10-14,63711,31855.5
2887,台新新光金      ,2,20402,2025-10-15,2,37926,2025-10-14,58328,29164.0
2890,永豐金          ,6,10520,2025-10-15,6,17383,2025-10-14,27903,13951.5
