stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3481,群創            ,1,186759,2026-05-07,3,78311,2026-05-06,265070,132535.0
00919,群益台灣精選高息,3,56794,2026-05-07,1,102090,2026-05-06,158884,79442.0
2887,台新新光金      ,6,39886,2026-05-07,4,54603,2026-05-06,94489,47244.5
0056,元大高股息      ,5,40398,2026-05-07,7,38938,2026-05-06,79336,39668.0
2344,華邦電          ,7,34579,2026-05-07,8,32737,2026-05-06,67316,33658.0
