stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2002,中鋼            ,8,17467,2026-07-27,2,30431,2026-07-24,47898,23949.0
2618,長榮航          ,5,19049,2026-07-27,4,16213,2026-07-24,35262,17631.0
2834,臺企銀          ,4,21095,2026-07-27,8,10820,2026-07-24,31915,15957.5
