stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3481,群創            ,2,98089,2026-05-21,6,12967,2026-05-20,111056,55528.0
2891,中信金          ,9,28023,2026-05-21,1,50584,2026-05-20,78607,39303.5
