stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
1802,台玻            ,5,17030,2026-01-21,1,88330,2026-01-20,105360,52680.0
2618,長榮航          ,4,20397,2026-01-21,3,40400,2026-01-20,60797,30398.5
2610,華航            ,3,20601,2026-01-21,4,25027,2026-01-20,45628,22814.0
00919,群益台灣精選高息,6,16834,2026-01-21,7,13595,2026-01-20,30429,15214.5
