stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3481,群創            ,4,50502,2026-02-11,4,24055,2026-02-10,74557,37278.5
00919,群益台灣精選高息,9,35316,2026-02-11,2,26894,2026-02-10,62210,31105.0
2317,鴻海            ,10,31320,2026-02-11,9,18687,2026-02-10,50007,25003.5
