stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2344,華邦電          ,5,14344,2025-10-23,7,11062,2025-10-22,25406,12703.0
00712,復華富時不動產  ,9,7263,2025-10-23,8,10004,2025-10-22,17267,8633.5
