stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2892,第一金          ,1,46993,2025-12-23,2,79473,2025-12-22,126466,63233.0
2891,中信金          ,5,19676,2025-12-23,3,37165,2025-12-22,56841,28420.5
2882,國泰金          ,3,20945,2025-12-23,7,28756,2025-12-22,49701,24850.5
1504,東元            ,9,10348,2025-12-23,10,19364,2025-12-22,29712,14856.0
