stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2337,旺宏            ,1,42412,2025-10-28,6,22555,2025-10-27,64967,32483.5
0056,元大高股息      ,5,11306,2025-10-28,4,32719,2025-10-27,44025,22012.5
2303,聯電            ,4,12154,2025-10-28,7,22444,2025-10-27,34598,17299.0
