stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00981A,主動統一台股增長,1,87337,2026-05-11,2,88132,2026-05-07,175469,87734.5
00992A,主動群益科技創新,2,32079,2026-05-11,4,48165,2026-05-07,80244,40122.0
2344,華邦電          ,10,17494,2026-05-11,7,34579,2026-05-07,52073,26036.5
