stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2002,中鋼            ,8,9709,2026-01-30,4,29454,2026-01-29,39163,19581.5
2883,凱基金          ,9,9550,2026-01-30,5,17079,2026-01-29,26629,13314.5
