stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3231,緯創            ,1,79017,2026-07-23,9,24211,2026-07-22,103228,51614.0
00981A,主動統一台股增長,3,33642,2026-07-23,2,52627,2026-07-22,86269,43134.5
2883,凱基金          ,8,18492,2026-07-23,5,37651,2026-07-22,56143,28071.5
