stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2881,富邦金          ,10,19027,2026-06-04,4,33906,2026-05-28,52933,26466.5
2882,國泰金          ,5,25039,2026-06-04,9,17727,2026-05-28,42766,21383.0
