stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
0050,元大台灣50      ,1,59383,2026-04-10,2,44119,2026-04-09,103502,51751.0
009816,凱基台灣TOP50   ,2,31926,2026-04-10,5,28069,2026-04-09,59995,29997.5
2327,國巨*           ,10,14709,2026-04-10,6,19082,2026-04-09,33791,16895.5
