stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2892,第一金          ,4,19414,2026-06-11,1,64068,2026-06-09,83482,41741.0
2801,彰銀            ,10,11397,2026-06-11,2,61780,2026-06-09,73177,36588.5
2890,永豐金          ,7,13608,2026-06-11,7,36083,2026-06-09,49691,24845.5
