stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2324,仁寶            ,4,77122,2026-05-29,7,19507,2026-05-28,96629,48314.5
2317,鴻海            ,3,80339,2026-05-29,10,12866,2026-05-28,93205,46602.5
1402,遠東新          ,8,37671,2026-05-29,8,18908,2026-05-28,56579,28289.5
