stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2887,台新新光金      ,2,36663,2026-01-14,1,36510,2026-01-13,73173,36586.5
00919,群益台灣精選高息,9,18342,2026-01-14,3,27532,2026-01-13,45874,22937.0
00990A,主動元大AI新經濟,4,24668,2026-01-14,8,20848,2026-01-13,45516,22758.0
