stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3481,群創            ,1,96566,2026-05-08,1,186759,2026-05-07,283325,141662.5
0056,元大高股息      ,2,46498,2026-05-08,5,40398,2026-05-07,86896,43448.0
00919,群益台灣精選高息,6,29064,2026-05-08,3,56794,2026-05-07,85858,42929.0
2887,台新新光金      ,4,36299,2026-05-08,6,39886,2026-05-07,76185,38092.5
