stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2892,第一金          ,2,61697,2025-12-24,1,46993,2025-12-23,108690,54345.0
2891,中信金          ,4,30693,2025-12-24,5,19676,2025-12-23,50369,25184.5
2882,國泰金          ,6,23877,2025-12-24,3,20945,2025-12-23,44822,22411.0
1504,東元            ,9,14529,2025-12-24,9,10348,2025-12-23,24877,12438.5
