stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00919,群益台灣精選高息,2,30213,2025-11-13,1,36346,2025-11-12,66559,33279.5
1301,台塑            ,10,14997,2025-11-13,3,15177,2025-11-12,30174,15087.0
