stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
1402,遠東新          ,6,14004,2026-08-07,8,14490,2026-08-06,28494,14247.0
2002,中鋼            ,8,12051,2026-08-07,6,16223,2026-08-06,28274,14137.0
