stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2883,凱基金          ,9,11202,2026-01-20,2,30703,2026-01-19,41905,20952.5
00919,群益台灣精選高息,7,13595,2026-01-20,4,24461,2026-01-19,38056,19028.0
