stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00919,群益台灣精選高息,4,31829,2026-01-08,1,94985,2026-01-07,126814,63407.0
2303,聯電            ,1,59003,2026-01-08,3,52553,2026-01-07,111556,55778.0
1303,南亞            ,2,49343,2026-01-08,2,56945,2026-01-07,106288,53144.0
1301,台塑            ,6,19607,2026-01-08,10,24978,2026-01-07,44585,22292.5
