stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2885,元大金          ,6,35353,2026-01-02,1,40148,2025-12-31,75501,37750.5
3231,緯創            ,5,35368,2026-01-02,3,21738,2025-12-31,57106,28553.0
2337,旺宏            ,8,27409,2026-01-02,6,15729,2025-12-31,43138,21569.0
00919,群益台灣精選高息,9,22600,2026-01-02,4,18853,2025-12-31,41453,20726.5
