stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2303,聯電            ,3,38260,2026-01-09,1,59003,2026-01-08,97263,48631.5
6770,力積電          ,8,19867,2026-01-09,7,17557,2026-01-08,37424,18712.0
3481,群創            ,9,10826,2026-01-09,5,20010,2026-01-08,30836,15418.0
