stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00981A,主動統一台股增長,4,51147,2026-04-08,2,28569,2026-04-07,79716,39858.0
2883,凱基金          ,6,43513,2026-04-08,3,22559,2026-04-07,66072,33036.0
00990A,主動元大AI新經濟,7,38764,2026-04-08,5,16969,2026-04-07,55733,27866.5
