stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2801,彰銀            ,10,6699,2026-06-26,8,14684,2026-06-25,21383,10691.5
2618,長榮航          ,7,7123,2026-06-26,9,13423,2026-06-25,20546,10273.0
