stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00403A,主動統一升級50  ,1,102802,2026-09-18,3,27079,2026-09-17,129881,64940.5
6770,力積電          ,2,77685,2026-09-18,2,32653,2026-09-17,110338,55169.0
00631L,元大台灣50正2   ,8,24725,2026-09-18,10,12593,2026-09-17,37318,18659.0
