stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2618,長榮航          ,5,24137,2026-07-15,1,45291,2026-07-14,69428,34714.0
