stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
1802,台玻            ,5,13213,2025-11-14,3,29118,2025-11-13,42331,21165.5
1301,台塑            ,9,6277,2025-11-14,10,14997,2025-11-13,21274,10637.0
