stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00712,復華富時不動產  ,4,12278,2025-11-17,6,10406,2025-11-14,22684,11342.0
