stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00919,群益台灣精選高息,1,70173,2026-01-05,9,22600,2026-01-02,92773,46386.5
2801,彰銀            ,4,32729,2026-01-05,7,34790,2026-01-02,67519,33759.5
2885,元大金          ,5,30495,2026-01-05,6,35353,2026-01-02,65848,32924.0
