stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2883,凱基金          ,7,12417,2026-04-30,3,33072,2026-04-29,45489,22744.5
00878,國泰永續高股息  ,5,19684,2026-04-30,9,10487,2026-04-29,30171,15085.5
