stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3231,緯創            ,1,32435,2026-07-24,1,79017,2026-07-23,111452,55726.0
2002,中鋼            ,2,30431,2026-07-24,2,42718,2026-07-23,73149,36574.5
2883,凱基金          ,3,16826,2026-07-24,8,18492,2026-07-23,35318,17659.0
