stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2313,華通            ,2,22510,2026-03-26,4,23164,2026-03-25,45674,22837.0
00981A,主動統一台股增長,10,7712,2026-03-26,5,22177,2026-03-25,29889,14944.5
