stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
5880,合庫金          ,1,42650,2026-07-30,5,17505,2026-07-29,60155,30077.5
2618,長榮航          ,4,30789,2026-07-30,8,12758,2026-07-29,43547,21773.5
