stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2883,凱基金          ,7,21655,2025-12-12,1,65417,2025-12-11,87072,43536.0
2887,台新新光金      ,3,45845,2025-12-12,2,18787,2025-12-11,64632,32316.0
2303,聯電            ,6,24273,2025-12-12,5,9658,2025-12-11,33931,16965.5
2884,玉山金          ,8,17889,2025-12-12,3,14249,2025-12-11,32138,16069.0
