stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2891,中信金          ,1,50584,2026-05-20,3,30684,2026-05-19,81268,40634.0
2887,台新新光金      ,2,36307,2026-05-20,1,32410,2026-05-19,68717,34358.5
2883,凱基金          ,9,10461,2026-05-20,10,12795,2026-05-19,23256,11628.0
