stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2303,聯電            ,3,39103,2026-01-26,2,61879,2026-01-23,100982,50491.0
2002,中鋼            ,1,53792,2026-01-26,10,15315,2026-01-23,69107,34553.5
1303,南亞            ,8,16563,2026-01-26,9,15884,2026-01-23,32447,16223.5
