stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00403A,主動統一升級50  ,2,196482,2026-06-26,2,44473,2026-06-25,240955,120477.5
1301,台塑            ,3,142290,2026-06-26,3,39475,2026-06-25,181765,90882.5
00981A,主動統一台股增長,4,115901,2026-06-26,4,34957,2026-06-25,150858,75429.0
