stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2890,永豐金          ,9,30858,2026-06-12,7,13608,2026-06-11,44466,22233.0
