stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
2883,凱基金          ,1,39765,2025-12-10,4,24665,2025-12-09,64430,32215.0
2303,聯電            ,2,16157,2025-12-10,6,23708,2025-12-09,39865,19932.5
2402,毅嘉            ,10,4135,2025-12-10,10,10478,2025-12-09,14613,7306.5
