stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00403A,主動統一升級50  ,9,19374,2026-08-31,1,146021,2026-08-28,165395,82697.5
2892,第一金          ,6,27775,2026-08-31,4,43365,2026-08-28,71140,35570.0
