stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00878,國泰永續高股息  ,4,26365,2026-04-21,4,42029,2026-04-20,68394,34197.0
3231,緯創            ,3,27712,2026-04-21,6,31159,2026-04-20,58871,29435.5
