stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00715L,期街口布蘭特正2 ,9,10883,2026-03-10,4,12111,2026-03-09,22994,11497.0
