stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
00632R,元大台灣50反1   ,1,91272,2026-08-04,2,91655,2026-08-03,182927,91463.5
00981A,主動統一台股增長,5,27295,2026-08-04,1,119545,2026-08-03,146840,73420.0
00991A,主動復華未來50  ,2,46619,2026-08-04,4,83516,2026-08-03,130135,65067.5
00403A,主動統一升級50  ,3,40764,2026-08-04,3,88931,2026-08-03,129695,64847.5
009816,凱基台灣TOP50   ,7,24415,2026-08-04,5,80559,2026-08-03,104974,52487.0
