stock_id,stock_name,day1_rank,day1_net_buy,day1_date,day2_rank,day2_net_buy,day2_date,total_net_buy,avg_net_buy
3481,群創            ,2,80703,2026-06-01,1,163249,2026-05-29,243952,121976.0
00403A,主動統一升級50  ,1,111083,2026-06-01,2,112164,2026-05-29,223247,111623.5
